,citing author name,citing paper title,cited paper title,affiliation,latitude,longitude,county,city,state,country,author_id,citation,google_scholar_link
568,Qianqian Tong,LLM-Powered AI Agent Systems and Their Applications in Industry,A survey on mechanistic interpretability for multi-modal foundation models,University of North Carolina Greensboro,36.0679595,-79.8103669,Guilford County,Greensboro,North Carolina,United States,nex6f_UAAAAJ,"arXiv preprint arXiv:2502.17516, 2025",https://scholar.google.com/citations?user=nex6f_UAAAAJ&hl=en
569,Jian Kang,Understanding and Rectifying Safety Perception Distortion in VLMs,Unraveling and mitigating safety alignment degradation of vision-language models,University of Rochester,43.129864,-77.628784,Monroe County,City of Rochester,New York,United States,U_jFlOQAAAAJ,"arXiv preprint arXiv:2410.09047, 2024",https://scholar.google.com/citations?user=U_jFlOQAAAAJ&hl=en
570,Leyang Cui,Siren's song in the AI ocean: a survey on hallucination in large language models,Secrets of rlhf in large language models part i: Ppo,Tencent AI Lab,33.8004546,-84.3172378,DeKalb County,,Georgia,United States,6YVwZgkAAAAJ,"arXiv preprint arXiv:2307.04964, 2023",https://scholar.google.com/citations?user=6YVwZgkAAAAJ&hl=en
571,Qi Zhang (张奇),DSRM: Boost textual adversarial training with distribution shift risk minimization,Flooding-X: Improving BERT’s resistance to adversarial attacks via loss-restricted fine-tuning,Fudan University,31.3011648,121.4980876,,Yangpu District,,China,XfqR3yYAAAAJ,"Proceedings of the 60th Annual Meeting of the Association for Computational …, 2022",https://scholar.google.com/citations?user=XfqR3yYAAAAJ&hl=en
572,Shuai Zhao,Universal vulnerabilities in large language models: Backdoor attacks for in-context learning,Test-time backdoor mitigation for black-box large language models with defensive demonstrations,"Postdoctoral, Nanyang Technological University",-29.7451544,147.7685722,Walgett Shire Council,,New South Wales,Australia,upbsFBAAAAAJ,"arXiv preprint arXiv:2311.09763, 2023",https://scholar.google.com/citations?user=upbsFBAAAAAJ&hl=en
573,Martiño Ríos-García,From text to insight: large language models for chemical data extraction,The rise and potential of large language model based agents: A survey,FSU Jena,50.9510107,11.6234801,,Jena,Thuringia,Germany,QRkKJ20AAAAJ,"Science China Information Sciences 68 (2), 121101, 2025",https://scholar.google.com/citations?user=QRkKJ20AAAAJ&hl=en
574,Yiqi Zhu,Aigs: Generating science from ai-powered automated falsification,Llms assist nlp researchers: Critique paper (meta-) reviewing,"Undergraduate student, Tsinghua University",40.190632,116.412144,,Changping District,Beijing,China,pVSe6agAAAAJ,"Proceedings of the 2024 Conference on Empirical Methods in Natural Language …, 2024",https://scholar.google.com/citations?user=pVSe6agAAAAJ&hl=en
575,Chaowei Xiao,Cognitive overload: Jailbreaking large language models with overloaded logical thinking,Test-time backdoor mitigation for black-box large language models with defensive demonstrations,University of Wisconsin - Madison/NVIDIA,22.3044867,114.1796935,,Kowloon,Hong Kong,China,Juoqtj8AAAAJ,"arXiv preprint arXiv:2311.09763, 2023",https://scholar.google.com/citations?user=Juoqtj8AAAAJ&hl=en
576,Wenjie Jacky Mo,Mitigating backdoor threats to large language models: Advancement and challenges,Test-time backdoor mitigation for black-box large language models with defensive demonstrations,University of California,37.8754996,-122.2390685,Alameda County,Berkeley,California,United States,7hvu1ZQAAAAJ,"arXiv preprint arXiv:2311.09763, 2023",https://scholar.google.com/citations?user=7hvu1ZQAAAAJ&hl=en
577,Zhongliang Guo,A survey of recent backdoor attacks and defenses in large language models,Test-time backdoor mitigation for black-box large language models with defensive demonstrations,University of St Andrews,56.3398198,-2.8117937,Fife,,Scotland,United Kingdom,LCe4PLcAAAAJ,"arXiv preprint arXiv:2311.09763, 2023",https://scholar.google.com/citations?user=LCe4PLcAAAAJ&hl=en
578,Yue Huang,Position: Trustllm: Trustworthiness in large language models,Test-time backdoor mitigation for black-box large language models with defensive demonstrations,"PhD student, University of Notre Dame",51.5247403,-0.0393136,,London,England,United Kingdom,HvzvvqQAAAAJ,"arXiv preprint arXiv:2311.09763, 2023",https://scholar.google.com/citations?user=HvzvvqQAAAAJ&hl=en
579,Ruoxi Sun,Astute rag: Overcoming imperfect retrieval augmentation and knowledge conflicts for large language models,Unraveling cross-modality knowledge conflicts in large vision-language models,Columbia University,40.8077558,-73.9616141,New York County,New York,New York,United States,ut1-7LAAAAAJ,"arXiv preprint arXiv:2410.03659, 2024",https://scholar.google.com/citations?user=ut1-7LAAAAAJ&hl=en
580,Chen Ma,A survey on the memory mechanism of large language model based agents,The rise and potential of large language model based agents: A survey,"Gaoling School of Artificial Intelligence, Renmin University of China",40.430028,-86.9264211,Tippecanoe County,,Indiana,United States,oeve8d4AAAAJ,"Science China Information Sciences 68 (2), 121101, 2025",https://scholar.google.com/citations?user=oeve8d4AAAAJ&hl=en
581,DaeHun Nyang,"Robust natural language processing: Recent advances, challenges, and future directions",Textflint: Unified multilingual robustness evaluation toolkit for natural language processing,Ewha Womans University,37.5643371,126.9468925,,Seoul,,South Korea,VMEv2KkAAAAJ,"Proceedings of the 59th Annual Meeting of the Association for Computational …, 2021",https://scholar.google.com/citations?user=VMEv2KkAAAAJ&hl=en
582,ahmed sharshar,Vision-language models for edge networks: A comprehensive survey,Unraveling cross-modality knowledge conflicts in large vision-language models,مدرس  بقسم الجراحة والتخدير والأشعة ،كلية الطب البيطرى،جامعة مدينة السادات، مصر,40.0056802,-83.0286612,Franklin County,Columbus,Ohio,United States,9iN1OqYAAAAJ,"arXiv preprint arXiv:2410.03659, 2024",https://scholar.google.com/citations?user=9iN1OqYAAAAJ&hl=en
583,Ben Zhou,Enhancing llm capabilities beyond scaling up,Two heads are better than one: Nested poe for robust defense against multi-backdoors,Arizona State University,33.4213174,-111.9331631,Maricopa County,Tempe,Arizona,United States,sO2ro4kAAAAJ,"Proceedings of the 2024 Conference of the North American Chapter of the …, 2024",https://scholar.google.com/citations?user=sO2ro4kAAAAJ&hl=en
584,Miao Yu,"A comprehensive survey in llm (-agent) full stack safety: Data, training and deployment",Unraveling and mitigating safety alignment degradation of vision-language models,"Undergraduates, University of Science and Technology of China",32.7174202,-117.162772,San Diego County,San Diego,California,United States,ajhKD2MAAAAJ,"arXiv preprint arXiv:2410.09047, 2024",https://scholar.google.com/citations?user=ajhKD2MAAAAJ&hl=en
585,Shouling Ji,Improving the robustness of transformer-based large language models with dynamic attention,Flooding-X: Improving BERT’s resistance to adversarial attacks via loss-restricted fine-tuning,"Professor, Zhejiang University & Georgia Institute of Technology",-27.4974181,153.0131666,,,Queensland,Australia,5HoF_9oAAAAJ,"Proceedings of the 60th Annual Meeting of the Association for Computational …, 2022",https://scholar.google.com/citations?user=5HoF_9oAAAAJ&hl=en
586,Jiashu Xu 徐家澍,Test-time backdoor mitigation for black-box large language models with defensive demonstrations,From shortcuts to triggers: Backdoor defense with denoised poe,University of Southern California,34.0218689,-118.2858579,Los Angeles County,Los Angeles,California,United States,0uYehJsAAAAJ,"Proceedings of the 2024 Conference of the North American Chapter of the …, 2024",https://scholar.google.com/citations?user=0uYehJsAAAAJ&hl=en
587,Yibo YAN,Llm agents for education: Advances and applications,Llms assist nlp researchers: Critique paper (meta-) reviewing,HKUST(GZ) / HKUST,50.1166344,8.6500588,,Frankfurt,Hesse,Germany,26yPSEcAAAAJ,"Proceedings of the 2024 Conference on Empirical Methods in Natural Language …, 2024",https://scholar.google.com/citations?user=26yPSEcAAAAJ&hl=en
588,Miao Yu,"A comprehensive survey in llm (-agent) full stack safety: Data, training and deployment",Securing Multi-turn Conversational Language Models From Distributed Backdoor Attacks,University of Science,42.0279608,-93.6447375,Story County,Ames,Iowa,United States,ajhKD2MAAAAJ,"Findings of the Association for Computational Linguistics: EMNLP 2024, 12833 …, 2024",https://scholar.google.com/citations?user=ajhKD2MAAAAJ&hl=en
589,David Orion Johnston,"Mechanistic Anomaly Detection for"" Quirky"" Language Models",Test-time backdoor mitigation for black-box large language models with defensive demonstrations,Eleuther AI,12.966136,77.5962972,Bangalore North,Bengaluru,Karnataka,India,xnrTch4AAAAJ,"arXiv preprint arXiv:2311.09763, 2023",https://scholar.google.com/citations?user=xnrTch4AAAAJ&hl=en
590,Yanda Li,Appagent: Multimodal agents as smartphone users,The rise and potential of large language model based agents: A survey,university of technology sydney phd,39.9504404,116.336069,,Haidian District,Beijing,China,12sQT1oAAAAJ,"Science China Information Sciences 68 (2), 121101, 2025",https://scholar.google.com/citations?user=12sQT1oAAAAJ&hl=en
591,Zhengzhong Tu,mrag: Elucidating the design space of multi-modal retrieval-augmented generation,Unraveling cross-modality knowledge conflicts in large vision-language models,Austin,30.2711286,-97.7436995,Travis County,Austin,Texas,United States,9ajdZaEAAAAJ,"arXiv preprint arXiv:2410.03659, 2024",https://scholar.google.com/citations?user=9ajdZaEAAAAJ&hl=en
592,David Scott Krueger,Reward model ensembles help mitigate overoptimization,Secrets of rlhf in large language models part i: Ppo,"University Assistant Professor, University of Cambridge",37.3555833,-121.931328,Santa Clara County,San Jose,California,United States,5Uz70IoAAAAJ,"arXiv preprint arXiv:2307.04964, 2023",https://scholar.google.com/citations?user=5Uz70IoAAAAJ&hl=en
593,Jiashu Xu 徐家澍,Mitigating backdoor threats to large language models: Advancement and challenges,Test-time backdoor mitigation for black-box large language models with defensive demonstrations,Harvard University,42.3657432,-71.1222139,Suffolk County,Boston,Massachusetts,United States,0uYehJsAAAAJ,"arXiv preprint arXiv:2311.09763, 2023",https://scholar.google.com/citations?user=0uYehJsAAAAJ&hl=en
594,Xuan Xie,Luna: A model-based universal analysis framework for large language models,Textflint: Unified multilingual robustness evaluation toolkit for natural language processing,University of Alberta,53.52682,-113.5244937,,Edmonton,Alberta,Canada,xD6pdCAAAAAJ,"Proceedings of the 59th Annual Meeting of the Association for Computational …, 2021",https://scholar.google.com/citations?user=xD6pdCAAAAAJ&hl=en
595,Tianqing Fang,Divscene: Benchmarking lvlms for object navigation with diverse scenes and objects,Llms assist nlp researchers: Critique paper (meta-) reviewing,Tencent AI Lab,33.8004546,-84.3172378,DeKalb County,,Georgia,United States,Tb3rc34AAAAJ,"Proceedings of the 2024 Conference on Empirical Methods in Natural Language …, 2024",https://scholar.google.com/citations?user=Tb3rc34AAAAJ&hl=en
596,Shusheng Xu,Is dpo superior to ppo for llm alignment? a comprehensive study,Secrets of rlhf in large language models part i: Ppo,"IIIS, Tsinghua University",22.5895016,113.9657105,,Nanshan District,Guangdong Province,China,2J051LYAAAAJ,"arXiv preprint arXiv:2307.04964, 2023",https://scholar.google.com/citations?user=2J051LYAAAAJ&hl=en
597,Xiaohe Bo,A survey on the memory mechanism of large language model based agents,The rise and potential of large language model based agents: A survey,"Gaoling School of Artificial Intelligence, Renmin University of China",40.430028,-86.9264211,Tippecanoe County,,Indiana,United States,jGxytu8AAAAJ,"Science China Information Sciences 68 (2), 121101, 2025",https://scholar.google.com/citations?user=jGxytu8AAAAJ&hl=en
598,Kai Shu,Beyond Tokens: A Survey on Decoding Methods for Large Language Models and Large Vision-Language Models,A survey on mechanistic interpretability for multi-modal foundation models,"Assistant Professor of Computer Science, Emory University",22.3380111,114.2631024,,Sai Kung District,Hong Kong,China,-6bAV2cAAAAJ,"arXiv preprint arXiv:2502.17516, 2025",https://scholar.google.com/citations?user=-6bAV2cAAAAJ&hl=en
599,Yupeng Chang,A survey on evaluation of large language models,Muirbench: A comprehensive benchmark for robust multi-image understanding,College of Artificial Intelligence,31.4269077,31.6505331,,New Damietta,Damietta,Egypt,Hw-lrpAAAAAJ,"arXiv preprint arXiv:2406.09411, 2024",https://scholar.google.com/citations?user=Hw-lrpAAAAAJ&hl=en
600,Qianqian Tong,LLM-Powered AI Agent Systems and Their Applications in Industry,A survey on mechanistic interpretability for multi-modal foundation models,"Assistant Professor, University of North Carolina Greensboro",38.5337904,-121.7907544,Solano County,,California,United States,nex6f_UAAAAJ,"arXiv preprint arXiv:2502.17516, 2025",https://scholar.google.com/citations?user=nex6f_UAAAAJ&hl=en
601,Wenqi  FAN,Retrieval-Augmented Purifier for Robust LLM-Empowered Recommendation,Test-time backdoor mitigation for black-box large language models with defensive demonstrations,"Assistant Professor, The Hong Kong Polytechnic University (PolyU)",41.8689223,-87.6485848,Cook County,Chicago,Illinois,United States,SQ9UbHIAAAAJ,"arXiv preprint arXiv:2311.09763, 2023",https://scholar.google.com/citations?user=SQ9UbHIAAAAJ&hl=en
602,Bang Liu,"Advances and challenges in foundation agents: From brain-inspired intelligence to evolutionary, collaborative, and safe systems",Test-time backdoor mitigation for black-box large language models with defensive demonstrations,Mila,36.2502135,6.1652163,Chelghoum Laid District,Aïn Mellouk,Mila,Algeria,lmfAnP4AAAAJ,"arXiv preprint arXiv:2311.09763, 2023",https://scholar.google.com/citations?user=lmfAnP4AAAAJ&hl=en
603,Alex Robey,Steering dialogue dynamics for robustness against multi-turn jailbreaking attacks,Securing Multi-turn Conversational Language Models From Distributed Backdoor Attacks,"Postdoc, Carnegie Mellon University",35.541505,139.6408943,,Yokohama,,Japan,V5NWZc8AAAAJ,"Findings of the Association for Computational Linguistics: EMNLP 2024, 12833 …, 2024",https://scholar.google.com/citations?user=V5NWZc8AAAAJ&hl=en
